qacc	Freq	Species
ASV4303	413	Klebsiella_pneumoniae
ASV4304	163	Serratia_marcescens
ASV4305	897	Bacillus_licheniformis
ASV4306	762	Lactobacillus_fermentum
ASV4307	869	Bacillus_licheniformis
ASV4308	228	Cronobacter_sakazakii
ASV4309	682	Bacillus_licheniformis
ASV4310	317	Lactobacillus_paracasei
ASV4311	731	Klebsiella_pneumoniae
ASV4312	865	Bacillus_licheniformis
ASV4313	403	Lactobacillus_casei
ASV4314	495	Cronobacter_sakazakii
ASV4315	872	Bacillus_licheniformis
ASV4316	285	Klebsiella_pneumoniae
ASV4317	870	Bacillus_licheniformis
ASV4318	864	Klebsiella_pneumoniae
ASV4319	740	Bacillus_licheniformis
ASV4320	890	Bacillus_licheniformis
ASV4321	734	Acinetobacter_baumannii
ASV4322	885	Bacillus_licheniformis
ASV4323	336	Lactobacillus_kunkeei
ASV4324	510	Cronobacter_sakazakii
ASV4325	619	Lactobacillus_plantarum
ASV4326	872	Lactobacillus_plantarum
ASV4327	305	Cronobacter_sakazakii
ASV4328	708	Bacillus_licheniformis
ASV4329	476	Enterococcus_faecium
ASV4330	843	Bacillus_licheniformis
ASV4331	749	Bacillus_licheniformis
ASV4332	425	Lactobacillus_casei
ASV4333	255	Bacillus_megaterium
ASV4334	784	Bacillus_licheniformis
ASV4335	778	Bacillus_licheniformis
ASV4336	346	Enterococcus_faecium
ASV4337	324	Lactobacillus_casei
ASV4338	860	Bacillus_licheniformis
ASV4339	650	Klebsiella_pneumoniae
ASV4340	247	Weissella_cibaria
ASV4341	885	Bacillus_licheniformis
ASV4342	438	Cronobacter_sakazakii
ASV4343	425	Lactobacillus_casei
ASV4344	438	Cronobacter_sakazakii
ASV4345	248	Weissella_cibaria
ASV4346	788	Bacillus_licheniformis
ASV4347	507	Enterococcus_faecium
ASV4348	680	Bacillus_licheniformis
ASV4349	389	Enterococcus_faecium
ASV4350	472	Cronobacter_sakazakii
ASV4351	437	Cronobacter_sakazakii
ASV4352	680	Bacillus_licheniformis
ASV4353	644	Bacillus_licheniformis
ASV4354	520	Cronobacter_sakazakii
ASV4355	777	Bacillus_licheniformis
ASV4356	735	Bacillus_licheniformis
ASV4357	963	Salmonella_enterica
ASV4358	262	Weissella_cibaria
ASV4359	520	Cronobacter_sakazakii
ASV4360	91	Ornithobacterium_rhinotracheale
ASV4361	709	Lactobacillus_plantarum
ASV4362	370	Lysinibacillus_sphaericus
ASV4363	263	Staphylococcus_sciuri
ASV4364	390	Lysinibacillus_sphaericus
ASV4365	136	Micrococcus_luteus
ASV4366	335	Enterococcus_faecium
ASV4367	748	Cronobacter_sakazakii
ASV4368	199	Microbacterium_oxydans
ASV4369	110	Corynebacterium_glutamicum
ASV4370	860	Lactobacillus_plantarum
ASV4371	131	Capnocytophaga_canimorsus
ASV4372	131	Mycobacterium_tuberculosis
ASV4373	117	Trueperella_pyogenes
ASV4374	377	Lysinibacillus_sphaericus
ASV4375	333	Lysinibacillus_fusiformis
ASV4376	77	Cellulosimicrobium_cellulans
ASV4377	476	Enterococcus_faecium
ASV4378	692	Rhizobium_radiobacter
ASV4379	466	Salmonella_enterica
ASV4380	169	Lysinibacillus_fusiformis
ASV4381	285	Enterococcus_faecium
ASV4382	130	Corynebacterium_pseudotuberculosis
ASV4383	130	Corynebacterium_pseudotuberculosis
ASV4384	336	Pantoea_agglomerans
ASV4385	874	Escherichia_coli
ASV4386	68	Ornithobacterium_rhinotracheale
ASV4387	392	Klebsiella_pneumoniae
ASV4388	143	Bacillus_clausii
ASV4389	837	Escherichia_coli
ASV4390	167	Lysinibacillus_fusiformis
ASV4391	379	Lysinibacillus_sphaericus
ASV4392	114	Corynebacterium_pseudotuberculosis
ASV4393	70	Elizabethkingia_meningoseptica
ASV4394	113	Flavobacterium_columnare
ASV4395	167	Lysinibacillus_fusiformis
ASV4396	159	Geobacillus_stearothermophilus
ASV4397	285	Enterococcus_faecium
ASV4398	202	Clostridium_botulinum
ASV4399	130	Corynebacterium_pseudotuberculosis
ASV4400	130	Corynebacterium_pseudotuberculosis
ASV4401	401	Porphyromonas_levii
ASV4402	131	Micrococcus_luteus
ASV4403	804	Salmonella_enterica
ASV4404	285	Enterococcus_faecium
ASV4405	200	Porphyromonas_levii
ASV4406	354	Enterococcus_faecium
ASV4407	279	Rhodococcus_erythropolis
ASV4408	90	Rhodobacter_sphaeroides
ASV4409	130	Corynebacterium_pseudotuberculosis
ASV4410	322	Enterococcus_faecium
ASV4411	252	Porphyromonas_levii
ASV4412	165	Salmonella_enterica
ASV4413	128	Enterococcus_casseliflavus
ASV4414	146	Bradyrhizobium_elkanii
ASV4415	120	Corynebacterium_glutamicum
ASV4416	130	Corynebacterium_pseudotuberculosis
ASV4417	371	Lysinibacillus_sphaericus
ASV4418	394	Enterococcus_faecium
ASV4419	393	Enterococcus_faecium
ASV4420	130	Corynebacterium_pseudotuberculosis
ASV4421	297	Burkholderia_cepacia
ASV4422	179	Riemerella_anatipestifer
ASV4423	285	Enterococcus_faecium
ASV4424	130	Corynebacterium_pseudotuberculosis
ASV4425	156	Curtobacterium_flaccumfaciens
ASV4426	130	Corynebacterium_pseudotuberculosis
ASV4427	231	Cronobacter_sakazakii
ASV4428	806	Salmonella_enterica
ASV4429	68	Ornithobacterium_rhinotracheale
ASV4430	99	Porphyromonas_levii
ASV4431	79	Arthrobacter_agilis
ASV4432	67	Elizabethkingia_meningoseptica
ASV4433	179	Microbacterium_oxydans
ASV4434	285	Enterococcus_faecium
ASV4435	173	Capnocytophaga_canimorsus
ASV4436	397	Klebsiella_pneumoniae
ASV4437	825	Klebsiella_pneumoniae
ASV4438	322	Bacillus_licheniformis
ASV4439	795	Salmonella_enterica
ASV4440	999	Salmonella_enterica
ASV4441	374	Lysinibacillus_sphaericus
ASV4442	293	Enterococcus_faecium
ASV4443	130	Corynebacterium_pseudotuberculosis
ASV4444	160	Arthrobacter_oxydans
ASV4445	342	Enterococcus_faecium
ASV4446	120	Porphyromonas_levii
ASV4447	114	Corynebacterium_pseudotuberculosis
ASV4448	129	Corynebacterium_pseudotuberculosis
ASV4449	744	Cronobacter_sakazakii
ASV4450	185	Mycobacterium_tuberculosis
ASV4451	130	Corynebacterium_pseudotuberculosis
ASV4452	173	Lysinibacillus_fusiformis
ASV4453	125	Kocuria_rosea
ASV4454	692	Klebsiella_pneumoniae
ASV4455	371	Lysinibacillus_sphaericus
ASV4456	63	Elizabethkingia_meningoseptica
ASV4457	362	Lysinibacillus_fusiformis
ASV4458	980	Salmonella_enterica
ASV4459	130	Corynebacterium_pseudotuberculosis
ASV4460	120	Corynebacterium_glutamicum
ASV4461	174	Lysinibacillus_fusiformis
ASV4462	130	Corynebacterium_pseudotuberculosis
ASV4463	658	Enterococcus_faecalis
ASV4464	382	Achromobacter_xylosoxidans
ASV4465	754	Klebsiella_pneumoniae
ASV4466	941	Salmonella_enterica
ASV4467	107	Mycobacterium_intracellulare
ASV4468	283	Enterococcus_faecium
ASV4469	96	Porphyromonas_levii
ASV4470	292	Porphyromonas_levii
ASV4471	478	Enterococcus_faecium
ASV4472	937	Salmonella_enterica
ASV4473	88	Rhodococcus_hoagii
ASV4474	130	Corynebacterium_pseudotuberculosis
ASV4475	120	Corynebacterium_glutamicum
ASV4476	819	Salmonella_enterica
ASV4477	98	Riemerella_anatipestifer
ASV4478	149	Capnocytophaga_canimorsus
ASV4479	756	Klebsiella_pneumoniae
ASV4480	377	Lysinibacillus_sphaericus
ASV4481	285	Enterococcus_faecium
ASV4482	166	Capnocytophaga_canimorsus
ASV4483	980	Salmonella_enterica
ASV4484	864	Klebsiella_pneumoniae
ASV4485	293	Brucella_melitensis
ASV4486	67	Elizabethkingia_meningoseptica
ASV4487	567	Salmonella_enterica
ASV4488	382	Lactobacillus_plantarum
ASV4489	368	Lysinibacillus_sphaericus
ASV4490	348	Klebsiella_pneumoniae
ASV4491	367	Lysinibacillus_sphaericus
ASV4492	130	Corynebacterium_pseudotuberculosis
ASV4493	130	Corynebacterium_pseudotuberculosis
ASV4494	754	Escherichia_coli
ASV4495	880	Salmonella_enterica
ASV4496	80	Kocuria_palustris
ASV4497	280	Porphyromonas_levii
ASV4498	335	Alcaligenes_faecalis
ASV4499	375	Lactobacillus_casei
ASV4500	639	Rhizobium_radiobacter
ASV4501	296	Brucella_melitensis
ASV4502	246	Weissella_cibaria
ASV4503	174	Lysinibacillus_fusiformis
ASV4504	820	Klebsiella_pneumoniae
ASV4505	620	Salmonella_enterica
ASV4506	382	Lactobacillus_plantarum
ASV4507	815	Salmonella_enterica
ASV4508	81	Kocuria_palustris
ASV4509	285	Enterococcus_faecium
ASV4510	89	Rhodobacter_sphaeroides
ASV4511	140	Curtobacterium_flaccumfaciens
ASV4512	906	Lactobacillus_plantarum
ASV4513	124	Pantoea_ananatis
ASV4514	288	Brucella_melitensis
ASV4515	312	Enterobacter_cloacae
ASV4516	884	Lactobacillus_plantarum
ASV4517	569	Lactobacillus_plantarum
ASV4518	296	Brucella_melitensis
ASV4519	367	Cronobacter_sakazakii
ASV4520	138	Capnocytophaga_canimorsus
ASV4521	496	Lactobacillus_brevis
ASV4522	230	Escherichia_coli
ASV4523	119	Verminephrobacter_aporrectodeae
ASV4524	438	Lactobacillus_plantarum
ASV4525	908	Lactobacillus_plantarum
ASV4526	842	Klebsiella_pneumoniae
ASV4527	456	Lactobacillus_plantarum
ASV4528	222	Acetobacter_pasteurianus
ASV4529	513	Lactobacillus_plantarum
ASV4530	457	Rhizobium_radiobacter
ASV4531	504	Stenotrophomonas_maltophilia
ASV4532	80	Sphingobium_yanoikuyae
ASV4533	1881	Stenotrophomonas_maltophilia
ASV4534	296	Brucella_melitensis
ASV4535	238	Acetobacter_pasteurianus
ASV4536	130	Corynebacterium_pseudotuberculosis
ASV4537	346	Lactobacillus_plantarum
ASV4538	158	Flavobacterium_columnare
ASV4539	150	Riemerella_anatipestifer
ASV4540	910	Lactobacillus_plantarum
ASV4541	364	Enterococcus_faecium
ASV4542	908	Lactobacillus_plantarum
ASV4543	136	Ornithobacterium_rhinotracheale
ASV4544	908	Lactobacillus_plantarum
ASV4545	448	Lactobacillus_plantarum
ASV4546	381	Alcaligenes_faecalis
ASV4547	261	Lactobacillus_plantarum
ASV4548	120	Streptomyces_albidoflavus
ASV4549	114	Ensifer_fredii
ASV4550	50	Streptomyces_albidoflavus
ASV4551	179	Microbacterium_oxydans
ASV4552	625	Lactobacillus_plantarum
ASV4553	223	Acetobacter_pasteurianus
ASV4554	213	Acetobacter_pasteurianus
ASV4555	479	Lactobacillus_casei
ASV4556	509	Lactobacillus_casei
ASV4557	905	Lactobacillus_plantarum
ASV4558	661	Klebsiella_pneumoniae
ASV4559	906	Lactobacillus_plantarum
ASV4560	381	Achromobacter_xylosoxidans
ASV4561	115	Ensifer_fredii
ASV4562	480	Lactobacillus_brevis
ASV4563	292	Brucella_melitensis
ASV4564	375	Burkholderia_pseudomallei
ASV4565	238	Acetobacter_pasteurianus
ASV4566	145	Methylobacterium_radiotolerans
ASV4567	433	Lactobacillus_plantarum
ASV4568	273	Lactobacillus_salivarius
ASV4569	146	Stenotrophomonas_rhizophila
ASV4570	109	Yersinia_enterocolitica
ASV4571	225	Acetobacter_pasteurianus
ASV4572	502	Lactobacillus_brevis
ASV4573	1881	Stenotrophomonas_maltophilia
ASV4574	464	Lactobacillus_brevis
ASV4575	81	Flavobacterium_columnare
ASV4576	46	Streptomyces_albidoflavus
ASV4577	213	Acetobacter_pasteurianus
ASV4578	500	Lactobacillus_brevis
ASV4579	484	Lactobacillus_brevis
ASV4580	195	Acetobacter_pasteurianus
ASV4581	259	Weissella_cibaria
ASV4582	601	Lactobacillus_casei
ASV4583	438	Lactobacillus_plantarum
ASV4584	206	Acetobacter_pasteurianus
ASV4585	364	Enterococcus_faecium
ASV4586	468	Bacillus_megaterium
ASV4587	330	Bacillus_pumilus
ASV4588	474	Bacillus_pumilus
ASV4589	611	Bacillus_pumilus
ASV4590	827	Staphylococcus_aureus
ASV4591	273	Staphylococcus_aureus
ASV4592	51	Sphingobacterium_multivorum
ASV4593	496	Bacillus_pumilus
ASV4594	269	Weissella_cibaria
ASV4595	257	Lysinibacillus_sphaericus
ASV4596	489	Bacillus_megaterium
ASV4597	352	Lysinibacillus_sphaericus
ASV4598	280	Weissella_cibaria
ASV4599	328	Enterococcus_faecium
ASV4600	584	Bacillus_pumilus
ASV4601	991	Salmonella_enterica
ASV4602	337	Paenibacillus_polymyxa
ASV4603	986	Stenotrophomonas_maltophilia
ASV4604	256	Lysinibacillus_sphaericus
ASV4605	529	Bacillus_megaterium
ASV4606	232	Bacillus_firmus
ASV4607	284	Staphylococcus_saprophyticus
ASV4608	491	Acinetobacter_baumannii
ASV4609	326	Acinetobacter_baumannii
ASV4610	161	Bacillus_firmus
ASV4611	281	Acinetobacter_baumannii
ASV4612	592	Staphylococcus_aureus
ASV4613	653	Serratia_marcescens
ASV4614	494	Bacillus_cereus
ASV4615	115	Microbacterium_paraoxydans
ASV4616	143	Capnocytophaga_canimorsus
ASV4617	110	Janthinobacterium_lividum
ASV4618	251	Weissella_cibaria
ASV4619	281	Staphylococcus_saprophyticus
ASV4620	278	Bacillus_pumilus
ASV4621	354	Enterococcus_faecium
ASV4622	235	Bacillus_firmus
ASV4623	492	Acinetobacter_calcoaceticus
ASV4624	636	Bacillus_licheniformis
ASV4625	142	Methylobacterium_radiotolerans
ASV4626	290	Staphylococcus_saprophyticus
ASV4627	144	Capnocytophaga_canimorsus
ASV4628	312	Lysinibacillus_fusiformis
ASV4629	324	Rhodococcus_erythropolis
ASV4630	841	Stenotrophomonas_maltophilia
ASV4631	346	Enterococcus_faecium
ASV4632	373	Lysinibacillus_sphaericus
ASV4633	150	Lysinibacillus_fusiformis
ASV4634	416	Paenibacillus_polymyxa
ASV4635	256	Staphylococcus_aureus
ASV4636	148	Lysinibacillus_fusiformis
ASV4637	694	Klebsiella_pneumoniae
ASV4638	341	Staphylococcus_epidermidis
ASV4639	195	Staphylococcus_saprophyticus
ASV4640	243	Weissella_cibaria
ASV4641	118	Staphylococcus_equorum
ASV4642	287	Weissella_cibaria
ASV4643	383	Stenotrophomonas_maltophilia
ASV4644	587	Staphylococcus_aureus
ASV4645	377	Lysinibacillus_sphaericus
ASV4646	243	Bacillus_firmus
ASV4647	218	Weissella_cibaria
ASV4648	847	Stenotrophomonas_maltophilia
ASV4649	340	Porphyromonas_levii
ASV4650	650	Staphylococcus_aureus
ASV4651	485	Bacillus_megaterium
ASV4652	172	Riemerella_anatipestifer
ASV4653	566	Acinetobacter_calcoaceticus
ASV4654	147	Comamonas_testosteroni
ASV4655	155	Bacillus_firmus
ASV4656	176	Weissella_cibaria
ASV4657	744	Enterococcus_faecalis
ASV4658	498	Bacillus_cereus
ASV4659	362	Klebsiella_pneumoniae
ASV4660	576	Bacillus_pumilus
ASV4661	127	Flavobacterium_psychrophilum
ASV4662	411	Bacillus_pumilus
ASV4663	259	Staphylococcus_saprophyticus
ASV4664	211	Acinetobacter_johnsonii
ASV4665	619	Bacillus_licheniformis
ASV4666	203	Bacillus_aryabhattai
ASV4667	228	Klebsiella_pneumoniae
ASV4668	562	Staphylococcus_aureus
ASV4669	322	Bacillus_pumilus
ASV4670	279	Weissella_cibaria
ASV4671	236	Bacillus_firmus
ASV4672	648	Bacillus_pumilus
ASV4673	119	Bacillus_circulans
ASV4674	239	Weissella_cibaria
ASV4675	362	Enterococcus_faecium
ASV4676	374	Paenibacillus_polymyxa
ASV4677	396	Porphyromonas_levii
ASV4678	132	Lysinibacillus_fusiformis
ASV4679	175	Curtobacterium_flaccumfaciens
ASV4680	354	Enterococcus_faecium
ASV4681	150	Stenotrophomonas_rhizophila
ASV4682	544	Bacillus_megaterium
ASV4683	339	Paenibacillus_polymyxa
ASV4684	217	Bacillus_aryabhattai
ASV4685	374	Bacillus_megaterium
ASV4686	633	Stenotrophomonas_maltophilia
ASV4687	239	Weissella_cibaria
ASV4688	79	Sphingobium_yanoikuyae
ASV4689	353	Lysinibacillus_sphaericus
ASV4690	757	Leuconostoc_mesenteroides
ASV4691	592	Staphylococcus_aureus
ASV4692	458	Staphylococcus_aureus
ASV4693	498	Bacillus_cereus
ASV4694	162	Bacillus_pumilus
ASV4695	106	Bacillus_circulans
ASV4696	603	Klebsiella_pneumoniae
ASV4697	332	Acinetobacter_baumannii
ASV4698	731	Klebsiella_pneumoniae
ASV4699	883	Stenotrophomonas_maltophilia
ASV4700	309	Bacillus_pumilus
ASV4701	636	Bacillus_licheniformis
ASV4702	389	Bacillus_pumilus
ASV4703	151	Lysinibacillus_fusiformis
ASV4704	434	Bacillus_megaterium
ASV4705	400	Enterococcus_faecium
ASV4706	651	Staphylococcus_aureus
ASV4707	423	Paenibacillus_polymyxa
ASV4708	372	Lysinibacillus_sphaericus
ASV4709	266	Bacillus_megaterium
ASV4710	559	Acinetobacter_baumannii
ASV4711	368	Lysinibacillus_sphaericus
ASV4712	179	Riemerella_anatipestifer
ASV4713	283	Weissella_cibaria
ASV4714	366	Paenibacillus_polymyxa
ASV4715	562	Staphylococcus_aureus
ASV4716	145	Lysinibacillus_fusiformis
ASV4717	384	Achromobacter_xylosoxidans
ASV4718	40	Paracoccus_marcusii
ASV4719	277	Weissella_cibaria
ASV4720	504	Salmonella_enterica
ASV4721	337	Paenibacillus_polymyxa
ASV4722	872	Enterococcus_faecalis
ASV4723	155	Riemerella_anatipestifer
ASV4724	112	Lysinibacillus_fusiformis
ASV4725	169	Burkholderia_pseudomallei
ASV4726	180	Acetobacter_pasteurianus
ASV4727	123	Azospirillum_brasilense
ASV4728	319	Micrococcus_luteus
ASV4729	175	Acetobacter_pasteurianus
ASV4730	272	Listeria_monocytogenes
ASV4731	231	Micrococcus_luteus
ASV4732	80	Sphingobium_yanoikuyae
ASV4733	315	Paenibacillus_polymyxa
ASV4734	112	Lysinibacillus_fusiformis
ASV4735	175	Riemerella_anatipestifer
ASV4736	227	Klebsiella_pneumoniae
ASV4737	146	Acidithiobacillus_ferrooxidans
ASV4738	108	Janthinobacterium_lividum
ASV4739	119	Verminephrobacter_aporrectodeae
ASV4740	277	Bradyrhizobium_elkanii
ASV4741	345	Porphyromonas_levii
ASV4742	80	Sphingobium_yanoikuyae
ASV4743	348	Enterococcus_faecium
ASV4744	452	Ralstonia_solanacearum
ASV4745	71	Elizabethkingia_meningoseptica
ASV4746	218	Clostridium_perfringens
ASV4747	283	Pseudomonas_stutzeri
ASV4748	358	Acinetobacter_baumannii
ASV4749	227	Acetobacter_pasteurianus
ASV4750	214	Acetobacter_pasteurianus
ASV4751	65	Bacillus_hwajinpoensis
ASV4752	197	Acetobacter_pasteurianus
ASV4753	208	Acetobacter_pasteurianus
ASV4754	898	Lactobacillus_plantarum
ASV4755	760	Neisseria_meningitidis
ASV4756	899	Lactobacillus_plantarum
ASV4757	899	Lactobacillus_plantarum
ASV4758	908	Lactobacillus_plantarum
ASV4759	130	Corynebacterium_pseudotuberculosis
ASV4760	911	Lactobacillus_plantarum
ASV4761	911	Lactobacillus_plantarum
ASV4762	311	Enterococcus_faecium
ASV4763	248	Proteus_mirabilis
ASV4764	760	Leuconostoc_mesenteroides
ASV4765	332	Lactobacillus_casei
ASV4766	254	Pantoea_agglomerans
ASV4767	483	Enterococcus_faecium
ASV4768	623	Lactobacillus_plantarum
ASV4769	886	Lactobacillus_plantarum
ASV4770	812	Leuconostoc_mesenteroides
ASV4771	541	Enterococcus_faecium
ASV4772	879	Lactobacillus_plantarum
ASV4773	440	Cronobacter_sakazakii
ASV4774	1000	Lactococcus_lactis
ASV4775	542	Bacillus_megaterium
ASV4776	550	Klebsiella_pneumoniae
ASV4777	526	Lactobacillus_plantarum
ASV4778	498	Bacillus_megaterium
ASV4779	220	Weissella_cibaria
ASV4780	544	Enterococcus_faecium
ASV4781	817	Leuconostoc_mesenteroides
ASV4782	812	Leuconostoc_mesenteroides
ASV4783	253	Weissella_cibaria
ASV4784	350	Klebsiella_pneumoniae
ASV4785	512	Bacillus_megaterium
ASV4786	546	Bacillus_megaterium
ASV4787	856	Lactobacillus_plantarum
ASV4788	886	Lactobacillus_plantarum
ASV4789	332	Cronobacter_sakazakii
ASV4790	886	Lactobacillus_plantarum
ASV4791	890	Lactobacillus_plantarum
ASV4792	537	Bacillus_megaterium
ASV4793	788	Klebsiella_pneumoniae
ASV4794	808	Leuconostoc_mesenteroides
ASV4795	544	Enterococcus_faecium
ASV4796	810	Leuconostoc_mesenteroides
ASV4797	441	Cronobacter_sakazakii
ASV4798	332	Lactobacillus_casei
ASV4799	811	Leuconostoc_mesenteroides
ASV4800	273	Lactobacillus_plantarum
ASV4801	811	Leuconostoc_mesenteroides
ASV4802	412	Bacillus_megaterium
ASV4803	114	Streptomyces_microflavus
ASV4804	810	Leuconostoc_mesenteroides
ASV4805	706	Lactobacillus_plantarum
ASV4806	543	Bacillus_megaterium
ASV4807	194	Lactobacillus_paracasei
ASV4808	909	Lactobacillus_plantarum
ASV4809	760	Leuconostoc_mesenteroides
ASV4810	888	Bacillus_licheniformis
ASV4811	516	Enterococcus_faecium
ASV4812	889	Lactobacillus_plantarum
ASV4813	353	Enterococcus_faecium
ASV4814	855	Lactobacillus_plantarum
ASV4815	452	Lactobacillus_brevis
ASV4816	811	Leuconostoc_mesenteroides
ASV4817	886	Lactobacillus_plantarum
ASV4818	354	Leuconostoc_mesenteroides
ASV4819	245	Weissella_cibaria
ASV4820	510	Enterococcus_faecium
ASV4821	810	Leuconostoc_mesenteroides
ASV4822	811	Leuconostoc_mesenteroides
ASV4823	228	Pantoea_agglomerans
ASV4824	850	Bacillus_subtilis
ASV4825	227	Pantoea_agglomerans
ASV4826	810	Leuconostoc_mesenteroides
ASV4827	332	Lactobacillus_plantarum
ASV4828	502	Lactobacillus_brevis
ASV4829	387	Enterococcus_faecium
ASV4830	322	Lactobacillus_plantarum
ASV4831	1000	Lactococcus_lactis
ASV4832	905	Lactobacillus_plantarum
ASV4833	543	Bacillus_megaterium
ASV4834	648	Bacillus_pumilus
ASV4835	803	Salmonella_enterica
ASV4836	573	Klebsiella_pneumoniae
ASV4837	811	Leuconostoc_mesenteroides
ASV4838	911	Lactobacillus_plantarum
ASV4839	541	Bacillus_megaterium
ASV4840	547	Bacillus_megaterium
ASV4841	476	Lactobacillus_plantarum
ASV4842	321	Lactobacillus_casei
ASV4843	811	Leuconostoc_mesenteroides
ASV4844	506	Bacillus_amyloliquefaciens
ASV4845	811	Leuconostoc_mesenteroides
ASV4846	760	Leuconostoc_mesenteroides
ASV4847	540	Bacillus_megaterium
ASV4848	810	Leuconostoc_mesenteroides
ASV4849	883	Leuconostoc_mesenteroides
ASV4850	90	Acetobacter_pasteurianus
ASV4851	195	Acetobacter_pasteurianus
ASV4852	812	Leuconostoc_mesenteroides
ASV4853	811	Leuconostoc_mesenteroides
ASV4854	81	Sphingobium_yanoikuyae
ASV4855	339	Cronobacter_sakazakii
ASV4856	788	Klebsiella_pneumoniae
ASV4857	623	Bacillus_megaterium
ASV4858	803	Leuconostoc_mesenteroides
ASV4859	618	Bacillus_megaterium
ASV4860	449	Klebsiella_pneumoniae
ASV4861	566	Salmonella_enterica
ASV4862	172	Polynucleobacter_cosmopolitanus
ASV4863	695	Klebsiella_pneumoniae
ASV4864	821	Klebsiella_pneumoniae
ASV4865	150	Pantoea_agglomerans
ASV4866	747	Klebsiella_pneumoniae
ASV4867	509	Klebsiella_pneumoniae
ASV4868	469	Salmonella_enterica
ASV4869	619	Klebsiella_pneumoniae
ASV4870	627	Klebsiella_pneumoniae
ASV4871	656	Klebsiella_pneumoniae
ASV4872	750	Klebsiella_pneumoniae
ASV4873	902	Escherichia_coli
ASV4874	172	Polynucleobacter_cosmopolitanus
ASV4875	755	Salmonella_enterica
ASV4876	160	Salmonella_enterica
ASV4877	235	Salmonella_enterica
ASV4878	159	Pantoea_agglomerans
ASV4879	625	Cronobacter_sakazakii
ASV4880	889	Escherichia_coli
ASV4881	211	Pantoea_agglomerans
ASV4882	774	Klebsiella_pneumoniae
ASV4883	586	Salmonella_enterica
ASV4884	299	Klebsiella_pneumoniae
ASV4885	349	Klebsiella_pneumoniae
ASV4886	469	Salmonella_enterica
ASV4887	639	Klebsiella_pneumoniae
ASV4888	552	Klebsiella_pneumoniae
ASV4889	410	Paenibacillus_polymyxa
ASV4890	173	Lactobacillus_rhamnosus
ASV4891	206	Lactobacillus_plantarum
ASV4892	132	Methylobacterium_radiotolerans
ASV4893	482	Lactobacillus_brevis
ASV4894	202	Acetobacter_pasteurianus
ASV4895	204	Acetobacter_pasteurianus
ASV4896	218	Acetobacter_pasteurianus
ASV4897	703	Lactobacillus_plantarum
ASV4898	446	Lactobacillus_plantarum
ASV4899	810	Leuconostoc_mesenteroides
ASV4900	808	Lactobacillus_plantarum
ASV4901	229	Weissella_cibaria
ASV4902	204	Acetobacter_pasteurianus
ASV4903	231	Acetobacter_pasteurianus
ASV4904	206	Acetobacter_pasteurianus
ASV4905	207	Acetobacter_pasteurianus
ASV4906	500	Lactobacillus_brevis
ASV4907	205	Acetobacter_pasteurianus
ASV4908	883	Lactobacillus_plantarum
ASV4909	245	Weissella_cibaria
ASV4910	908	Lactobacillus_plantarum
ASV4911	506	Lactobacillus_brevis
ASV4912	601	Lactobacillus_casei
ASV4913	196	Acetobacter_pasteurianus
ASV4914	482	Lactobacillus_brevis
ASV4915	205	Acetobacter_pasteurianus
ASV4916	906	Lactobacillus_plantarum
ASV4917	249	Weissella_cibaria
ASV4918	245	Weissella_cibaria
ASV4919	206	Acetobacter_pasteurianus
ASV4920	446	Lactobacillus_brevis
ASV4921	884	Lactobacillus_plantarum
ASV4922	884	Lactobacillus_plantarum
ASV4923	858	Lactobacillus_plantarum
ASV4924	813	Lactobacillus_plantarum
ASV4925	176	Propionibacterium_acnes
ASV4926	202	Acetobacter_pasteurianus
ASV4927	906	Lactobacillus_plantarum
ASV4928	890	Lactobacillus_plantarum
ASV4929	801	Salmonella_enterica
ASV4930	326	Cronobacter_sakazakii
ASV4931	752	Salmonella_enterica
ASV4932	528	Bacillus_subtilis
ASV4933	219	Salmonella_enterica
ASV4934	82	Kocuria_palustris
ASV4935	907	Lactobacillus_plantarum
ASV4936	204	Acetobacter_pasteurianus
ASV4937	225	Streptococcus_salivarius
ASV4938	373	Burkholderia_pseudomallei
ASV4939	264	Lactobacillus_salivarius
ASV4940	359	Lactobacillus_casei
ASV4941	496	Lactobacillus_brevis
ASV4942	820	Leuconostoc_mesenteroides
ASV4943	806	Leuconostoc_mesenteroides
ASV4944	166	Curtobacterium_flaccumfaciens
ASV4945	286	Weissella_cibaria
ASV4946	624	Bacillus_megaterium
ASV4947	909	Lactobacillus_plantarum
ASV4948	542	Leuconostoc_mesenteroides
ASV4949	150	Curtobacterium_flaccumfaciens
ASV4950	529	Bacillus_megaterium
ASV4951	306	Leuconostoc_mesenteroides
ASV4952	418	Enterococcus_faecium
ASV4953	820	Leuconostoc_mesenteroides
ASV4954	570	Bacillus_megaterium
ASV4955	905	Lactobacillus_plantarum
ASV4956	810	Leuconostoc_mesenteroides
ASV4957	811	Leuconostoc_mesenteroides
ASV4958	759	Leuconostoc_mesenteroides
ASV4959	390	Enterococcus_faecium
ASV4960	320	Leuconostoc_mesenteroides
ASV4961	232	Weissella_cibaria
ASV4962	859	Klebsiella_pneumoniae
ASV4963	263	Weissella_cibaria
ASV4964	543	Enterococcus_faecium
ASV4965	543	Bacillus_megaterium
ASV4966	796	Leuconostoc_mesenteroides
ASV4967	821	Leuconostoc_mesenteroides
ASV4968	382	Enterococcus_faecium
ASV4969	619	Bacillus_megaterium
ASV4970	732	Lactobacillus_plantarum
