qacc	Freq	Species
ASV1766	500	Lactobacillus_brevis
ASV1767	637	Rhizobium_radiobacter
ASV1768	418	Enterococcus_faecium
ASV1769	861	Bacillus_licheniformis
ASV1770	391	Lactobacillus_casei
ASV1771	816	Bacillus_licheniformis
ASV1772	913	Acinetobacter_baumannii
ASV1773	885	Bacillus_licheniformis
ASV1774	194	Cronobacter_sakazakii
ASV1775	872	Lactobacillus_plantarum
ASV1776	341	Enterococcus_faecium
ASV1777	749	Klebsiella_pneumoniae
ASV1778	844	Bacillus_licheniformis
ASV1779	827	Escherichia_coli
ASV1780	293	Enterococcus_faecium
ASV1781	440	Salmonella_enterica
ASV1782	827	Escherichia_coli
ASV1783	261	Klebsiella_pneumoniae
ASV1784	921	Salmonella_enterica
ASV1785	88	Kocuria_palustris
ASV1786	131	Porphyromonas_levii
ASV1787	324	Lysinibacillus_fusiformis
ASV1788	145	Ensifer_adhaerens
ASV1789	841	Salmonella_enterica
ASV1790	189	Microbacterium_oxydans
ASV1791	941	Salmonella_enterica
ASV1792	296	Brucella_melitensis
ASV1793	651	Salmonella_enterica
ASV1794	284	Lactobacillus_salivarius
ASV1795	785	Lactobacillus_plantarum
ASV1796	472	Lactobacillus_plantarum
ASV1797	251	Lactobacillus_salivarius
ASV1798	376	Achromobacter_xylosoxidans
ASV1799	274	Weissella_cibaria
ASV1800	474	Klebsiella_pneumoniae
ASV1801	183	Capnocytophaga_canimorsus
ASV1802	295	Lactobacillus_plantarum
ASV1803	91	Asaia_bogorensis
ASV1804	161	Achromobacter_xylosoxidans
ASV1805	586	Bacillus_pumilus
ASV1806	809	Enterococcus_faecalis
ASV1807	139	Bacillus_firmus
ASV1808	839	Stenotrophomonas_maltophilia
ASV1809	348	Lysinibacillus_sphaericus
ASV1810	427	Bacillus_megaterium
ASV1811	516	Acinetobacter_calcoaceticus
ASV1812	244	Bacillus_firmus
ASV1813	237	Bacillus_aryabhattai
ASV1814	837	Bacillus_licheniformis
ASV1815	245	Bacillus_firmus
ASV1816	400	Porphyromonas_levii
ASV1817	146	Bacillus_aryabhattai
ASV1818	283	Enterococcus_faecium
ASV1819	381	Acinetobacter_baumannii
ASV1820	80	Sphingobium_yanoikuyae
ASV1821	907	Lactobacillus_plantarum
ASV1822	362	Bacillus_megaterium
ASV1823	291	Bacillus_pumilus
ASV1824	810	Leuconostoc_mesenteroides
ASV1825	236	Klebsiella_pneumoniae
ASV1826	886	Lactobacillus_plantarum
ASV1827	228	Pantoea_agglomerans
ASV1828	322	Leuconostoc_mesenteroides
ASV1829	465	Klebsiella_pneumoniae
ASV1830	810	Leuconostoc_mesenteroides
ASV1831	348	Klebsiella_pneumoniae
ASV1832	149	Salmonella_enterica
ASV1833	204	Acetobacter_pasteurianus
ASV1834	502	Lactobacillus_brevis
ASV1835	227	Acetobacter_pasteurianus
ASV1836	202	Acetobacter_pasteurianus
ASV1837	907	Lactobacillus_plantarum
ASV1838	193	Propionibacterium_acnes
ASV1839	208	Acetobacter_pasteurianus
ASV1840	345	Acinetobacter_baumannii
ASV1841	365	Klebsiella_pneumoniae
ASV1842	449	Lactobacillus_brevis
ASV1843	855	Lactobacillus_plantarum
ASV1844	469	Lactobacillus_brevis
ASV1845	1	Enterococcus_durans
ASV1846	812	Lactobacillus_plantarum
ASV1847	907	Lactobacillus_plantarum
ASV1848	701	Lactobacillus_plantarum
ASV1849	499	Lactobacillus_plantarum
ASV1850	888	Lactobacillus_plantarum
ASV1851	391	Porphyromonas_levii
ASV1852	179	Porphyromonas_levii
ASV1853	130	Corynebacterium_pseudotuberculosis
ASV1854	67	Elizabethkingia_meningoseptica
ASV1855	472	Enterococcus_faecium
ASV1856	106	Clostridium_perfringens
ASV1857	102	Luteibacter_rhizovicinus
ASV1858	285	Bacillus_licheniformis
ASV1859	211	Thermoanaerobacter_uzonensis
ASV1860	171	Burkholderia_pseudomallei
ASV1861	243	Paenibacillus_polymyxa
ASV1862	211	Bradyrhizobium_elkanii
ASV1863	149	Riemerella_anatipestifer
ASV1864	167	Riemerella_anatipestifer
ASV1865	80	Sphingobium_yanoikuyae
ASV1866	81	Sphingobium_yanoikuyae
ASV1867	171	Lactobacillus_rhamnosus
ASV1868	622	Lactobacillus_plantarum
ASV1869	602	Lactobacillus_casei
ASV1870	720	Klebsiella_pneumoniae
ASV1871	513	Lactobacillus_plantarum
ASV1872	261	Klebsiella_pneumoniae
ASV1873	238	Acetobacter_pasteurianus
ASV1874	403	Lactobacillus_brevis
ASV1875	388	Lactobacillus_plantarum
ASV1876	387	Lactobacillus_plantarum
ASV1877	205	Acetobacter_pasteurianus
ASV1878	844	Klebsiella_pneumoniae
ASV1879	1	Enterococcus_durans
ASV1880	109	Ornithobacterium_rhinotracheale
ASV1881	179	Porphyromonas_levii
ASV1882	908	Lactobacillus_plantarum
ASV1883	235	Bradyrhizobium_elkanii
ASV1884	502	Lactobacillus_brevis
ASV1885	296	Brucella_melitensis
ASV1886	317	Porphyromonas_levii
ASV1887	145	Capnocytophaga_canimorsus
ASV1888	166	Citrobacter_freundii
ASV1889	908	Lactobacillus_plantarum
ASV1890	354	Achromobacter_xylosoxidans
ASV1891	159	Flavobacterium_columnare
ASV1892	342	Enterococcus_faecium
ASV1893	351	Porphyromonas_levii
ASV1894	220	Acetobacter_pasteurianus
ASV1895	580	Escherichia_coli
ASV1896	630	Lactobacillus_plantarum
ASV1897	896	Bacillus_licheniformis
ASV1898	95	Bacillus_circulans
ASV1899	749	Klebsiella_pneumoniae
ASV1900	630	Cronobacter_sakazakii
ASV1901	248	Weissella_cibaria
ASV1902	873	Acinetobacter_baumannii
ASV1903	534	Klebsiella_pneumoniae
ASV1904	778	Bacillus_licheniformis
ASV1905	179	Riemerella_anatipestifer
ASV1906	718	Klebsiella_pneumoniae
ASV1907	241	Weissella_cibaria
ASV1908	225	Acetobacter_pasteurianus
ASV1909	770	Klebsiella_pneumoniae
ASV1910	141	Rhodococcus_erythropolis
ASV1911	147	Pantoea_ananatis
ASV1912	489	Rhizobium_leguminosarum
ASV1913	827	Escherichia_coli
ASV1914	96	Rhodococcus_hoagii
ASV1915	130	Corynebacterium_pseudotuberculosis
ASV1916	125	Streptomyces_scabiei
ASV1917	67	Elizabethkingia_meningoseptica
ASV1918	263	Staphylococcus_sciuri
ASV1919	195	Propionibacterium_acnes
ASV1920	390	Ensifer_meliloti
ASV1921	350	Klebsiella_pneumoniae
ASV1922	629	Salmonella_enterica
ASV1923	456	Salmonella_enterica
ASV1924	142	Variovorax_paradoxus
ASV1925	339	Pantoea_agglomerans
ASV1926	525	Stenotrophomonas_maltophilia
ASV1927	145	Methylobacterium_radiotolerans
ASV1928	488	Lactobacillus_brevis
ASV1929	206	Acetobacter_pasteurianus
ASV1930	907	Lactobacillus_plantarum
ASV1931	171	Capnocytophaga_canimorsus
ASV1932	406	Staphylococcus_epidermidis
ASV1933	179	Riemerella_anatipestifer
ASV1934	261	Enterobacter_cloacae
ASV1935	260	Bacillus_megaterium
ASV1936	764	Staphylococcus_aureus
ASV1937	240	Weissella_cibaria
ASV1938	609	Pseudomonas_putida
ASV1939	486	Bacillus_megaterium
ASV1940	589	Bacillus_megaterium
ASV1941	205	Bacillus_aryabhattai
ASV1942	648	Bacillus_pumilus
ASV1943	329	Enterococcus_faecium
ASV1944	248	Bacillus_firmus
ASV1945	348	Lysinibacillus_sphaericus
ASV1946	447	Bacillus_cereus
ASV1947	418	Bacillus_pumilus
ASV1948	81	Sphingobium_yanoikuyae
ASV1949	363	Lactobacillus_casei
ASV1950	244	Rhodococcus_erythropolis
ASV1951	367	Micrococcus_luteus
ASV1952	81	Sphingobium_yanoikuyae
ASV1953	173	Acetobacter_pasteurianus
ASV1954	761	Leuconostoc_mesenteroides
ASV1955	887	Bacillus_licheniformis
ASV1956	392	Enterococcus_faecium
ASV1957	364	Salmonella_enterica
ASV1958	384	Enterococcus_faecium
ASV1959	807	Leuconostoc_mesenteroides
ASV1960	623	Bacillus_megaterium
ASV1961	624	Bacillus_megaterium
ASV1962	501	Enterococcus_faecium
ASV1963	413	Lactobacillus_brevis
ASV1964	554	Klebsiella_pneumoniae
ASV1965	531	Lactobacillus_plantarum
ASV1966	384	Cronobacter_sakazakii
ASV1967	255	Pseudomonas_fluorescens
ASV1968	907	Lactobacillus_plantarum
ASV1969	878	Lactobacillus_plantarum
ASV1970	205	Acetobacter_pasteurianus
ASV1971	206	Acetobacter_pasteurianus
ASV1972	408	Lactobacillus_brevis
ASV1973	179	Lactobacillus_rhamnosus
ASV1974	442	Lactobacillus_brevis
ASV1975	185	Clostridium_botulinum
ASV1976	813	Lactobacillus_plantarum
ASV1977	474	Lactobacillus_plantarum
ASV1978	713	Lactobacillus_plantarum
ASV1979	403	Lactobacillus_plantarum
ASV1980	889	Lactobacillus_plantarum
ASV1981	225	Acetobacter_pasteurianus
ASV1982	461	Lactobacillus_plantarum
ASV1983	130	Corynebacterium_pseudotuberculosis
ASV1984	216	Porphyromonas_levii
ASV1985	115	Porphyromonas_levii
ASV1986	378	Porphyromonas_levii
ASV1987	215	Klebsiella_pneumoniae
ASV1988	160	Curtobacterium_flaccumfaciens
ASV1989	268	Salmonella_enterica
ASV1990	43	Riemerella_anatipestifer
ASV1991	259	Burkholderia_pseudomallei
ASV1992	60	Streptomyces_albidoflavus
ASV1993	211	Thermoanaerobacter_uzonensis
ASV1994	334	Lysinibacillus_sphaericus
ASV1995	154	Burkholderia_pseudomallei
ASV1996	170	Alteromonas_macleodii
ASV1997	173	Riemerella_anatipestifer
ASV1998	172	Riemerella_anatipestifer
ASV1999	37	Parabacteroides_distasonis
ASV2000	290	Paenibacillus_polymyxa
ASV2001	176	Curtobacterium_flaccumfaciens
ASV2002	61	Thermus_thermophilus
ASV2003	178	Polynucleobacter_cosmopolitanus
ASV2004	144	Comamonas_testosteroni
ASV2005	504	Lactobacillus_brevis
ASV2006	595	Bacillus_licheniformis
ASV2007	636	Bacillus_licheniformis
ASV2008	478	Lactobacillus_brevis
ASV2009	758	Lactobacillus_plantarum
ASV2010	907	Lactobacillus_plantarum
ASV2011	240	Rhodococcus_erythropolis
ASV2012	217	Acetobacter_pasteurianus
ASV2013	205	Acetobacter_pasteurianus
ASV2014	843	Klebsiella_pneumoniae
ASV2015	601	Lactobacillus_casei
ASV2016	211	Acetobacter_pasteurianus
ASV2017	234	Acetobacter_pasteurianus
ASV2018	239	Acetobacter_pasteurianus
ASV2019	813	Lactobacillus_plantarum
ASV2020	909	Lactobacillus_plantarum
ASV2021	267	Pseudomonas_fluorescens
ASV2022	89	Rhodobacter_sphaeroides
ASV2023	380	Achromobacter_xylosoxidans
ASV2024	214	Acetobacter_pasteurianus
ASV2025	202	Acetobacter_pasteurianus
ASV2026	109	Ornithobacterium_rhinotracheale
ASV2027	179	Riemerella_anatipestifer
ASV2028	502	Lactobacillus_brevis
ASV2029	210	Acetobacter_pasteurianus
ASV2030	907	Lactobacillus_plantarum
ASV2031	208	Acetobacter_pasteurianus
ASV2032	159	Flavobacterium_columnare
ASV2033	391	Lactobacillus_casei
ASV2034	313	Lactobacillus_plantarum
ASV2035	403	Lactobacillus_casei
ASV2036	650	Klebsiella_pneumoniae
ASV2037	168	Curtobacterium_flaccumfaciens
ASV2038	874	Acinetobacter_baumannii
ASV2039	343	Bacillus_pumilus
ASV2040	815	Bacillus_licheniformis
ASV2041	410	Enterococcus_faecium
ASV2042	130	Corynebacterium_pseudotuberculosis
ASV2043	310	Alcaligenes_faecalis
ASV2044	361	Lysinibacillus_sphaericus
ASV2045	908	Lactobacillus_plantarum
ASV2046	130	Corynebacterium_pseudotuberculosis
ASV2047	130	Corynebacterium_pseudotuberculosis
ASV2048	278	Citrobacter_freundii
ASV2049	130	Corynebacterium_pseudotuberculosis
ASV2050	123	Corynebacterium_pseudotuberculosis
ASV2051	543	Salmonella_enterica
ASV2052	296	Brucella_melitensis
ASV2053	629	Salmonella_enterica
ASV2054	891	Bacillus_licheniformis
ASV2055	804	Salmonella_enterica
ASV2056	838	Salmonella_enterica
ASV2057	185	Mycobacterium_tuberculosis
ASV2058	119	Corynebacterium_glutamicum
ASV2059	81	Sphingobium_yanoikuyae
ASV2060	146	Curtobacterium_flaccumfaciens
ASV2061	210	Acetobacter_pasteurianus
ASV2062	457	Lactobacillus_plantarum
ASV2063	268	Lactobacillus_salivarius
ASV2064	190	Microbacterium_oxydans
ASV2065	328	Alcaligenes_faecalis
ASV2066	909	Lactobacillus_plantarum
ASV2067	218	Acetobacter_pasteurianus
ASV2068	467	Lactobacillus_plantarum
ASV2069	146	Variovorax_paradoxus
ASV2070	113	Comamonas_testosteroni
ASV2071	723	Staphylococcus_aureus
ASV2072	365	Paenibacillus_polymyxa
ASV2073	260	Lysinibacillus_sphaericus
ASV2074	289	Staphylococcus_saprophyticus
ASV2075	492	Staphylococcus_aureus
ASV2076	277	Staphylococcus_saprophyticus
ASV2077	131	Lysinibacillus_fusiformis
ASV2078	178	Stenotrophomonas_maltophilia
ASV2079	122	Bacillus_circulans
ASV2080	135	Methylobacterium_radiotolerans
ASV2081	289	Staphylococcus_saprophyticus
ASV2082	280	Weissella_cibaria
ASV2083	104	Curtobacterium_flaccumfaciens
ASV2084	286	Weissella_cibaria
ASV2085	240	Weissella_cibaria
ASV2086	185	Microbacterium_oxydans
ASV2087	204	Acetobacter_pasteurianus
ASV2088	119	Kocuria_rosea
ASV2089	91	Rhodobacter_sphaeroides
ASV2090	897	Lactobacillus_fermentum
ASV2091	760	Leuconostoc_mesenteroides
ASV2092	807	Leuconostoc_mesenteroides
ASV2093	908	Lactobacillus_plantarum
ASV2094	319	Lactobacillus_plantarum
ASV2095	786	Leuconostoc_mesenteroides
ASV2096	443	Cronobacter_sakazakii
ASV2097	644	Bacillus_pumilus
ASV2098	811	Leuconostoc_mesenteroides
ASV2099	364	Klebsiella_pneumoniae
ASV2100	366	Salmonella_enterica
ASV2101	685	Lactobacillus_plantarum
ASV2102	241	Weissella_cibaria
ASV2103	810	Leuconostoc_mesenteroides
ASV2104	834	Klebsiella_pneumoniae
ASV2105	534	Cronobacter_sakazakii
ASV2106	300	Enterobacter_cloacae
ASV2107	218	Anaplasma_phagocytophilum
ASV2108	566	Rhizobium_radiobacter
ASV2109	239	Acetobacter_pasteurianus
ASV2110	319	Lactobacillus_paracasei
ASV2111	205	Acetobacter_pasteurianus
ASV2112	277	Yersinia_pestis
ASV2113	71	Arthrobacter_agilis
ASV2114	206	Acetobacter_pasteurianus
ASV2115	436	Lactobacillus_brevis
ASV2116	448	Lactobacillus_brevis
ASV2117	176	Lactobacillus_rhamnosus
ASV2118	426	Lactobacillus_brevis
ASV2119	796	Lactobacillus_plantarum
ASV2120	418	Lactobacillus_casei
ASV2121	224	Acetobacter_pasteurianus
ASV2122	907	Lactobacillus_plantarum
ASV2123	891	Lactobacillus_plantarum
ASV2124	885	Lactobacillus_plantarum
ASV2125	209	Acetobacter_pasteurianus
ASV2126	907	Lactobacillus_plantarum
ASV2127	285	Lactobacillus_salivarius
ASV2128	885	Lactobacillus_plantarum
ASV2129	377	Porphyromonas_levii
ASV2130	513	Cronobacter_sakazakii
ASV2131	682	Klebsiella_pneumoniae
ASV2132	288	Klebsiella_pneumoniae
ASV2133	847	Klebsiella_pneumoniae
ASV2134	941	Salmonella_enterica
ASV2135	65	Elizabethkingia_meningoseptica
ASV2136	130	Corynebacterium_pseudotuberculosis
ASV2137	130	Corynebacterium_pseudotuberculosis
ASV2138	749	Klebsiella_pneumoniae
ASV2139	130	Corynebacterium_pseudotuberculosis
ASV2140	401	Porphyromonas_levii
ASV2141	84	Rhodobacter_sphaeroides
ASV2142	80	Sphingobium_yanoikuyae
ASV2143	388	Ensifer_meliloti
ASV2144	266	Weissella_cibaria
ASV2145	179	Riemerella_anatipestifer
ASV2146	44	Micromonospora_coxensis
ASV2147	192	Bacillus_firmus
ASV2148	79	Sphingobium_yanoikuyae
ASV2149	133	Methylobacterium_radiotolerans
ASV2150	453	Bacillus_cereus
ASV2151	356	Rhodococcus_erythropolis
ASV2152	93	Asaia_bogorensis
ASV2153	356	Enterococcus_faecium
ASV2154	174	Riemerella_anatipestifer
ASV2155	332	Micrococcus_luteus
ASV2156	86	Acetobacter_pasteurianus
ASV2157	105	Alteromonas_macleodii
ASV2158	398	Acinetobacter_baumannii
ASV2159	884	Leuconostoc_mesenteroides
ASV2160	78	Streptomyces_scabiei
ASV2161	198	Weissella_cibaria
ASV2162	205	Acetobacter_pasteurianus
ASV2163	275	Lactobacillus_rhamnosus
ASV2164	676	Rhizobium_radiobacter
ASV2165	479	Lactobacillus_brevis
ASV2166	66	Mycobacterium_abscessus
ASV2167	235	Acetobacter_pasteurianus
ASV2168	235	Acetobacter_pasteurianus
ASV2169	232	Enterobacter_cloacae
ASV2170	238	Acetobacter_pasteurianus
ASV2171	238	Acetobacter_pasteurianus
ASV2172	319	Lactobacillus_paracasei
ASV2173	222	Acetobacter_pasteurianus
ASV2174	843	Klebsiella_pneumoniae
ASV2175	110	Yersinia_enterocolitica
ASV2176	340	Achromobacter_xylosoxidans
ASV2177	108	Flavobacterium_columnare
ASV2178	111	Curtobacterium_flaccumfaciens
ASV2179	484	Lactobacillus_brevis
ASV2180	483	Lactobacillus_casei
ASV2181	703	Lactobacillus_plantarum
ASV2182	482	Lactobacillus_brevis
ASV2183	207	Acetobacter_pasteurianus
ASV2184	502	Lactobacillus_brevis
ASV2185	647	Serratia_marcescens
ASV2186	70	Elizabethkingia_meningoseptica
ASV2187	629	Lactococcus_lactis
ASV2188	41	Paracoccus_marcusii
ASV2189	267	Alcaligenes_faecalis
ASV2190	216	Clostridium_perfringens
ASV2191	502	Lactobacillus_brevis
ASV2192	413	Cronobacter_sakazakii
ASV2193	250	Lactobacillus_plantarum
ASV2194	249	Weissella_cibaria
ASV2195	400	Lactobacillus_casei
ASV2196	415	Cronobacter_sakazakii
ASV2197	398	Klebsiella_pneumoniae
ASV2198	346	Enterococcus_faecium
ASV2199	323	Enterococcus_faecium
ASV2200	130	Corynebacterium_pseudotuberculosis
ASV2201	653	Salmonella_enterica
ASV2202	123	Porphyromonas_levii
ASV2203	259	Porphyromonas_levii
ASV2204	456	Salmonella_enterica
ASV2205	561	Salmonella_enterica
ASV2206	130	Corynebacterium_pseudotuberculosis
ASV2207	61	Elizabethkingia_meningoseptica
ASV2208	167	Riemerella_anatipestifer
ASV2209	658	Salmonella_enterica
ASV2210	804	Salmonella_enterica
ASV2211	134	Kocuria_rosea
ASV2212	130	Corynebacterium_pseudotuberculosis
ASV2213	130	Corynebacterium_pseudotuberculosis
ASV2214	481	Salmonella_enterica
ASV2215	440	Salmonella_enterica
ASV2216	130	Corynebacterium_pseudotuberculosis
ASV2217	149	Klebsiella_pneumoniae
ASV2218	175	Curtobacterium_flaccumfaciens
ASV2219	130	Corynebacterium_pseudotuberculosis
ASV2220	140	Curtobacterium_flaccumfaciens
ASV2221	909	Lactobacillus_plantarum
ASV2222	787	Salmonella_enterica
ASV2223	211	Porphyromonas_levii
ASV2224	296	Brucella_melitensis
ASV2225	294	Alcaligenes_faecalis
ASV2226	660	Salmonella_enterica
ASV2227	129	Corynebacterium_pseudotuberculosis
ASV2228	117	Corynebacterium_glutamicum
ASV2229	778	Salmonella_enterica
ASV2230	350	Porphyromonas_levii
ASV2231	108	Pantoea_ananatis
ASV2232	857	Salmonella_enterica
ASV2233	130	Corynebacterium_pseudotuberculosis
ASV2234	399	Stenotrophomonas_maltophilia
ASV2235	304	Ensifer_meliloti
ASV2236	776	Lactobacillus_plantarum
ASV2237	148	Citrobacter_freundii
ASV2238	272	Burkholderia_cepacia
ASV2239	372	Achromobacter_xylosoxidans
ASV2240	144	Variovorax_paradoxus
ASV2241	293	Brucella_melitensis
ASV2242	293	Brucella_melitensis
ASV2243	225	Acetobacter_pasteurianus
ASV2244	151	Capnocytophaga_canimorsus
ASV2245	234	Acetobacter_pasteurianus
ASV2246	99	Luteibacter_rhizovicinus
ASV2247	368	Achromobacter_xylosoxidans
ASV2248	380	Achromobacter_xylosoxidans
ASV2249	389	Bacillus_amyloliquefaciens
ASV2250	207	Staphylococcus_aureus
ASV2251	429	Enterococcus_faecium
ASV2252	362	Paenibacillus_polymyxa
ASV2253	484	Stenotrophomonas_maltophilia
ASV2254	258	Staphylococcus_aureus
ASV2255	507	Pseudomonas_putida
ASV2256	233	Bacillus_firmus
ASV2257	232	Weissella_cibaria
ASV2258	277	Staphylococcus_saprophyticus
ASV2259	973	Salmonella_enterica
ASV2260	164	Riemerella_anatipestifer
ASV2261	449	Bacillus_pumilus
ASV2262	269	Staphylococcus_aureus
ASV2263	188	Lysinibacillus_fusiformis
ASV2264	594	Acinetobacter_baumannii
ASV2265	347	Bacillus_megaterium
ASV2266	339	Ensifer_meliloti
ASV2267	172	Curtobacterium_flaccumfaciens
ASV2268	279	Lysinibacillus_fusiformis
ASV2269	425	Acinetobacter_calcoaceticus
ASV2270	283	Staphylococcus_saprophyticus
ASV2271	278	Staphylococcus_saprophyticus
ASV2272	181	Capnocytophaga_canimorsus
ASV2273	202	Weissella_cibaria
ASV2274	638	Klebsiella_pneumoniae
ASV2275	568	Acinetobacter_calcoaceticus
ASV2276	846	Salmonella_enterica
ASV2277	239	Weissella_cibaria
ASV2278	369	Staphylococcus_aureus
ASV2279	408	Staphylococcus_epidermidis
ASV2280	437	Bacillus_pumilus
ASV2281	248	Weissella_cibaria
ASV2282	81	Gluconobacter_frateurii
ASV2283	51	Zymomonas_mobilis
ASV2284	47	Streptomyces_albidoflavus
ASV2285	81	Sphingobium_yanoikuyae
ASV2286	179	Polynucleobacter_cosmopolitanus
ASV2287	130	Corynebacterium_pseudotuberculosis
ASV2288	81	Gluconobacter_frateurii
ASV2289	115	Bacteroides_fragilis
ASV2290	146	Acetobacter_pasteurianus
ASV2291	789	Klebsiella_pneumoniae
ASV2292	879	Lactobacillus_plantarum
ASV2293	277	Lactobacillus_rhamnosus
ASV2294	889	Lactobacillus_plantarum
ASV2295	864	Lactobacillus_plantarum
ASV2296	389	Leuconostoc_mesenteroides
ASV2297	544	Enterococcus_faecium
ASV2298	545	Enterococcus_faecium
ASV2299	810	Leuconostoc_mesenteroides
ASV2300	636	Leuconostoc_mesenteroides
ASV2301	619	Bacillus_megaterium
ASV2302	206	Acetobacter_pasteurianus
ASV2303	549	Klebsiella_pneumoniae
ASV2304	439	Cronobacter_sakazakii
ASV2305	909	Lactobacillus_plantarum
ASV2306	467	Lactobacillus_brevis
ASV2307	540	Bacillus_megaterium
ASV2308	810	Leuconostoc_mesenteroides
ASV2309	331	Klebsiella_pneumoniae
ASV2310	469	Salmonella_enterica
ASV2311	358	Klebsiella_pneumoniae
ASV2312	771	Klebsiella_pneumoniae
ASV2313	173	Lactobacillus_rhamnosus
ASV2314	205	Acetobacter_pasteurianus
ASV2315	204	Acetobacter_pasteurianus
ASV2316	502	Lactobacillus_brevis
ASV2317	204	Acetobacter_pasteurianus
ASV2318	319	Lactobacillus_paracasei
ASV2319	166	Flavobacterium_psychrophilum
ASV2320	116	Bacteroides_fragilis
ASV2321	468	Lactobacillus_brevis
ASV2322	456	Lactobacillus_plantarum
ASV2323	176	Lactobacillus_rhamnosus
ASV2324	412	Lactobacillus_casei
ASV2325	312	Lactobacillus_brevis
ASV2326	238	Acetobacter_pasteurianus
ASV2327	462	Lactobacillus_brevis
ASV2328	364	Lactobacillus_brevis
ASV2329	885	Lactobacillus_plantarum
ASV2330	381	Lactobacillus_plantarum
ASV2331	907	Lactobacillus_plantarum
ASV2332	858	Lactobacillus_plantarum
ASV2333	884	Lactobacillus_plantarum
ASV2334	356	Enterococcus_faecium
ASV2335	347	Enterococcus_faecium
ASV2336	721	Klebsiella_pneumoniae
ASV2337	97	Ornithobacterium_rhinotracheale
ASV2338	130	Corynebacterium_pseudotuberculosis
ASV2339	304	Klebsiella_pneumoniae
ASV2340	130	Corynebacterium_pseudotuberculosis
ASV2341	109	Ornithobacterium_rhinotracheale
ASV2342	662	Cronobacter_sakazakii
ASV2343	233	Bradyrhizobium_elkanii
ASV2344	80	Sphingobium_yanoikuyae
ASV2345	545	Bacillus_megaterium
ASV2346	338	Klebsiella_pneumoniae
ASV2347	80	Sphingobium_yanoikuyae
ASV2348	146	Variovorax_paradoxus
ASV2349	89	Salinispora_arenicola
ASV2350	179	Riemerella_anatipestifer
ASV2351	160	Ralstonia_solanacearum
ASV2352	140	Comamonas_testosteroni
ASV2353	595	Acinetobacter_baumannii
ASV2354	820	Leuconostoc_mesenteroides
ASV2355	136	Riemerella_anatipestifer
ASV2356	91	Rhodobacter_sphaeroides
ASV2357	644	Bacillus_licheniformis
ASV2358	47	Clostridium_saccharolyticum
ASV2359	451	Micrococcus_luteus
ASV2360	601	Bacillus_licheniformis
ASV2361	222	Acetobacter_pasteurianus
ASV2362	66	Elizabethkingia_meningoseptica
ASV2363	264	Burkholderia_cepacia
ASV2364	907	Lactobacillus_plantarum
ASV2365	773	Lactobacillus_helveticus
ASV2366	213	Acetobacter_pasteurianus
ASV2367	222	Acetobacter_pasteurianus
ASV2368	907	Lactobacillus_plantarum
ASV2369	212	Acetobacter_pasteurianus
ASV2370	446	Lactobacillus_plantarum
ASV2371	218	Acetobacter_pasteurianus
ASV2372	463	Lactobacillus_plantarum
ASV2373	844	Klebsiella_pneumoniae
ASV2374	217	Acetobacter_pasteurianus
ASV2375	238	Acetobacter_pasteurianus
ASV2376	882	Stenotrophomonas_maltophilia
ASV2377	128	Bradyrhizobium_elkanii
ASV2378	808	Lactobacillus_plantarum
ASV2379	130	Corynebacterium_pseudotuberculosis
ASV2380	235	Acetobacter_pasteurianus
ASV2381	238	Acetobacter_pasteurianus
ASV2382	325	Rhodococcus_erythropolis
ASV2383	208	Acetobacter_pasteurianus
ASV2384	692	Rhizobium_radiobacter
ASV2385	544	Bacillus_licheniformis
ASV2386	1	Enterococcus_durans
ASV2387	123	Xanthomonas_campestris
ASV2388	480	Lactobacillus_brevis
ASV2389	79	Coxiella_endosymbiont
ASV2390	182	Achromobacter_xylosoxidans
ASV2391	288	Brucella_melitensis
ASV2392	191	Brevundimonas_diminuta
ASV2393	993	Stenotrophomonas_maltophilia
ASV2394	914	Lactobacillus_plantarum
ASV2395	908	Lactobacillus_plantarum
ASV2396	519	Lactobacillus_brevis
ASV2397	88	Capnocytophaga_canimorsus
ASV2398	364	Burkholderia_pseudomallei
ASV2399	419	Ensifer_meliloti
ASV2400	525	Lactobacillus_brevis
ASV2401	76	Rhodobacter_sphaeroides
ASV2402	908	Lactobacillus_plantarum
ASV2403	896	Bacillus_licheniformis
ASV2404	626	Klebsiella_pneumoniae
ASV2405	398	Klebsiella_pneumoniae
ASV2406	294	Pantoea_agglomerans
ASV2407	524	Bacillus_licheniformis
ASV2408	319	Lactobacillus_paracasei
ASV2409	148	Arthrobacter_oxydans
ASV2410	434	Cronobacter_sakazakii
ASV2411	195	Carnobacterium_maltaromaticum
ASV2412	398	Lactobacillus_plantarum
ASV2413	789	Salmonella_enterica
ASV2414	130	Porphyromonas_levii
ASV2415	317	Alcaligenes_faecalis
ASV2416	333	Lactobacillus_casei
ASV2417	789	Salmonella_enterica
ASV2418	101	Arthrobacter_nitroguajacolicus
ASV2419	377	Lysinibacillus_sphaericus
ASV2420	454	Salmonella_enterica
ASV2421	174	Lysinibacillus_fusiformis
ASV2422	444	Rhizobium_leguminosarum
ASV2423	296	Brucella_melitensis
ASV2424	314	Lysinibacillus_fusiformis
ASV2425	372	Lysinibacillus_sphaericus
ASV2426	80	Arthrobacter_agilis
ASV2427	135	Ornithobacterium_rhinotracheale
ASV2428	130	Corynebacterium_pseudotuberculosis
ASV2429	131	Kocuria_rosea
